Initalisierung abgeschlossen !
****************************************************************************************
Taste drücken, um Phase 1 zu starten.
Start Phase 1: Beide Tore werden jetzt mit PWM=200 bis zum Anschlag geöffnet (PHASE1_OPENING)....
Initiale Werte:	4482;	 st:1;	 PWM-R:0;	 PWM-L:0;	 I-R:0;	 I-L:0;	 I-R-Lim:0;	 I-L-Lim:0;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
Start Phase 1: Das linke Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Start Phase 1: Das rechte Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Phase 1: Beide Tore sind nun bis zum Anschlag geöffnet und gestoppt
Phase 1: ...  3 Sekunden Pause zur Beruhigung der Tore .....
Phase 1: Ermitteln des erforderlichen PWM-Wertes für Erkennung Überlast/Anschlag beginnt (PHASE1_TESTING)....
Initiale Werte:	14544;	 st:2;	 PWM-R:0;	 PWM-L:0;	 I-R:340;	 I-L:0;	 I-R-Lim:290;	 I-L-Lim:290;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
14556:	 PWM(L): 0;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
18796 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18805 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18814 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18824 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18833 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18841 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18850 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18859 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18869 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18878 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18886 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18895 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18904 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18914 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18923 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18931 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18940 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18950 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18959 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18968 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18976 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18985 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
18995 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19004 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19012 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19021 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19030 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19040 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19049 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19057 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19066 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19075 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19085 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19094 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19102 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19111 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19121 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19130 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19139 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19147 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19156 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19166 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19175 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19184 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19192 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19201 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19211 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19220 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19229 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19237 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19246 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19256 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19265 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19274 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19282 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19292 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19301 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19310 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19319 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19327 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19337 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19346 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19355 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19364 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19372 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19382 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19391 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19400 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19409 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19417 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19427 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19436 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19445 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19454 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19463 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19472 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19481 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19490 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19499 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19508 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19517 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19526 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19535 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19544 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19553 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19562 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19571 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19580 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19590 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19598 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19607 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19616 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19625 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19635 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19643 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19652 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19661 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19670 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19680 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19688 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19697 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19706 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19715 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19725 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19733 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19742 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19751 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19761 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19770 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19778 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19787 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19796 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19806 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19815 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19823 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19832 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19841 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19851 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19860 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19868 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19877 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19886 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19896 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19905 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19913 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19922 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19932 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19941 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19950 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19958 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19967 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19977 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19986 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
19995 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20003 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20012 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20022 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20031 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20040 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20048 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20057 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20067 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20076 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20085 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20093 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20103 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20112 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20121 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20130 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20138 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20148 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20157 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20166 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20175 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20183 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20193 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20202 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20211 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20220 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20228 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20238 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20247 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20256 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20265 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20274 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20283 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20292 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20301 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20310 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20319 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20328 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20337 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20346 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20355 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20364 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20373 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20382 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20391 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20401 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20409 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20418 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20427 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20436 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20446 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
20454 [ms]:	 PWM(L): 150;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
